kbd_start_task.keys,kbd_start_task.rt,distance,height,win_width,win_height,kbd_wait.keys,kbd_wait.rt,innerWidth,innerHeight,key_resp.keys,key_resp.rt,gazeArray,RandomizePosition.thisRepN,RandomizePosition.thisTrialN,RandomizePosition.thisN,RandomizePosition.thisIndex,RandomizePosition.ran,xpos,ypos,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
space,1.997845,24,8.2,1440,900,space,10.610615,1414,798,space,85.4499,"[[0.5850000306963921,696,439],[22.649999940767884,742,419],[55.5249999742955,742,419],[83.58999993652105,709,451],[110.24999991059303,709,451],[127.72500002756715,720,394],[152.72999997250736,720,394],[163.8950000051409,720,394],[178.71999996714294,764,382],[205.6549999397248,764,382],[215.50499997101724,764,382],[228.7149999756366,743,425],[254.62500005960464,743,425],[266.5649999398738,743,425],[282.82999992370605,743,396],[309.48000005446374,743,396],[326.88000006601214,741,383],[351.920000044629,741,383],[365.3299999423325,741,383],[379.2699999175966,749,387],[405.80000006593764,749,387],[422.09500004537404,751,422],[448.1750000268221,751,422],[466.5800000075251,743,454],[490.6049999408424,743,454],[500.5899998359382,743,454],[512.8299999050796,729,422],[538.8700000476092,729,422],[547.8999998886138,729,422],[562.7099999692291,943,298],[587.434999877587,943,298],[596.7049999162555,943,298],[612.8000000026077,1014,186],[640.2600000146776,1014,186],[651.8699999433011,1101,155],[673.8050000276417,1101,155],[681.3449999317527,1101,155],[695.4200000036508,1076,191],[717.6149999722838,1076,191],[734.9600000306964,1088,127],[756.6400000359863,1088,127],[764.7899999283254,1088,127],[779.270000057295,1083,104],[802.9999998398125,1083,104],[813.9499998651445,1083,104],[828.7100000306964,1062,110],[851.4049998484552,1062,110],[867.4899998586625,1064,129],[887.6050000544637,1064,129],[896.7450000345707,1064,129],[912.1349998749793,1059,162],[940.0049999821931,1059,162],[952.7399998623878,1040,78],[974.5499999262393,1040,78],[982.4449999723583,1040,78],[995.4049999359995,1101,179],[1017.2399999573827,1101,179],[1035.0299999117851,1083,85],[1058.3549998700619,1083,85],[1065.7150000333786,1083,85],[1078.599999891594,1036,149],[1106.8249999079853,1036,149],[1114.439999917522,1036,149],[1129.2599998414516,1031,124],[1156.25,1031,124],[1164.2700000666082,1031,124],[1178.889999864623,1056,128],[1206.9449999835342,1056,128],[1214.9199999403208,1056,128],[1228.7649998907,1021,128],[1252.9749998357147,1021,128],[1263.7699998449534,1021,128],[1278.7549998611212,1059,159],[1307.194999884814,1059,159],[1313.6449998710304,1059,159],[1328.6899998784065,1049,108],[1350.3099998924881,1049,108],[1367.704999865964,985,107],[1390.9899999853224,985,107],[1401.079999981448,985,107],[1411.904999986291,1032,101],[1438.205000013113,1032,101],[1451.660000020638,1048,141],[1473.3599999453872,1048,141],[1481.7800000309944,1048,141],[1495.8150000311434,1034,150],[1517.1699998900294,1034,150],[1534.9449999630451,1026,111],[1558.9850000105798,1026,111],[1571.4699998497963,1005,128],[1597.3900000099093,1005,128],[1618.4549999888986,1001,128],[1640.1449998375028,1001,128],[1652.8799999505281,940,128],[1674.1450000554323,940,128],[1681.929999962449,940,128],[1695.6650000065565,987,126],[1718.8649999443442,987,126],[1728.8750000298023,987,126],[1745.704999892041,1040,97],[1774.4350000284612,1040,97],[1782.084999838844,1040,97],[1795.3149999957532,1024,140],[1820.0449999421835,1024,140],[1829.884999897331,1024,140],[1845.424999948591,1040,182],[1873.0349999386817,1040,182],[1879.9550000112504,1040,182],[1895.7299999892712,994,144],[1919.6899998933077,994,144],[1935.1249998435378,1091,117],[1955.1099999807775,1091,117],[1968.3149999473244,1047,139]]",0,0,0,3,1,0.3,0.3,jig,001,2021-03-16_17h05.03.329,TestWebGazer,2021.1.2,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,"[[0.044999876990914345,1047,139],[22.394999861717224,1047,139],[29.749999986961484,1047,139],[43.744999915361404,1015,178],[70.55999990552664,1015,178],[77.58999988436699,1015,178],[93.34999998100102,1000,158],[115.40999985300004,1000,158],[126.72499986365438,1000,158],[143.39499990455806,1022,156],[172.5699999369681,1022,156],[180.05499988794327,1022,156],[193.3100000023842,1032,146],[215.54999984800816,1032,146],[232.5750000309199,1009,169],[257.6800000388175,1009,169],[269.75999982096255,1021,154],[292.505000019446,1021,154],[310.50499994307756,1007,157],[337.4449999537319,1007,157],[349.48999993503094,1007,196],[369.79499994777143,1007,196],[382.8749998938292,755,125],[405.849999981001,755,125],[412.86999988369644,755,125],[426.91999999806285,552,160],[452.32499996200204,552,160],[466.28499985672534,538,105],[491.1449998617172,538,105],[507.57499993778765,519,106],[530.6049999780953,519,106],[547.2899999003857,536,131],[570.4599998425692,536,131],[582.9900000244379,538,150],[604.8500000033528,538,150],[612.0749998372048,538,150],[627.5899999309331,555,143],[650.8749998174608,555,143],[665.7950000371784,520,173],[687.889999942854,520,173],[699.3999998085201,545,134],[722.4449999630451,545,134],[729.8649998847395,545,134],[743.6649999581277,519,146],[767.4000000115484,519,146],[782.3099999222904,512,154],[805.4400000255555,512,154],[812.7099999692291,512,154],[827.104999916628,485,187],[854.4349998701364,485,187],[861.3950000144541,485,187],[877.1699999924749,472,207],[902.4649998173118,472,207],[911.3999998662621,472,207],[926.414999878034,491,94],[948.534999974072,491,94],[965.3449999168515,546,158],[986.5749999880791,546,158],[994.6249998174608,546,158],[1009.6599999815226,529,173],[1038.3849998470396,529,173],[1050.539999967441,489,190],[1072.019999846816,489,190],[1080.7299998123199,489,190],[1093.3649998623878,486,142],[1115.3049999848008,486,142],[1132.499999832362,505,158],[1155.8999998960644,505,158],[1167.2149999067187,455,152],[1189.669999992475,455,152],[1197.294999845326,455,152],[1209.5649999100715,514,136],[1236.3299999851733,514,136],[1244.3549998570234,514,136],[1259.699999820441,538,190],[1283.534999936819,538,190],[1293.8049999065697,538,190],[1309.6199999563396,559,152],[1338.6399999726564,559,152],[1345.8449998870492,559,152],[1359.5900000073016,540,138],[1381.959999911487,540,138],[1398.9049999509007,556,185],[1420.6399999093264,556,185],[1429.4649998191744,556,185],[1442.3749998677522,583,179],[1467.7450000308454,583,179],[1482.8899998683482,585,177],[1504.4749998487532,585,177],[1517.4600000027567,593,190],[1538.0899999290705,593,190],[1546.1049999576062,593,190],[1560.859999852255,564,233],[1584.874999942258,564,233],[1598.9249998237938,528,215],[1622.8449998889118,528,215],[1634.665000019595,555,184],[1658.2149998284876,555,184],[1673.8299999851733,551,206],[1696.1949998512864,551,206],[1713.7050000019372,533,244],[1737.989999819547,533,244],[1750.0099998433143,545,281],[1771.9900000374764,545,281],[1779.9949999898672,545,281],[1792.9849999491125,561,256],[1814.5049999002367,561,256],[1831.874999916181,547,275],[1854.2799998540431,547,275],[1861.6749998182058,547,275],[1877.24499986507,562,228],[1902.5049998890609,562,228],[1915.6700000166893,570,222],[1938.9899999368936,570,222],[1945.5699999816716,570,222],[1959.654999896884,583,211],[1983.6099999956787,583,211],[1995.1649999711663,583,211]]",0,1,1,1,1,-0.3,0.3,jig,001,2021-03-16_17h05.03.329,TestWebGazer,2021.1.2,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,"[[0.045000109821558,583,211],[14.859999995678663,553,226],[41.385000105947256,553,226],[54.179999977350235,539,204],[76.17500005289912,539,204],[89.72500008530915,545,203],[111.1500000115484,545,203],[121.5900001116097,545,203],[135.1450001820922,555,213],[158.5850000847131,555,213],[168.15000004135072,555,213],[180.96500006504357,567,227],[205.80000011250377,567,227],[221.1949999909848,579,229],[244.53500006347895,579,229],[256.2850001268089,569,217],[277.37500006332994,569,217],[288.3500000461936,569,217],[301.87000008299947,584,227],[324.7550001833588,584,227],[340.01000015996397,542,246],[363.9700000640005,542,246],[380.33500011079013,506,418],[403.2750001642853,506,418],[413.91500015743077,506,418],[431.285000173375,540,581],[456.22000005096197,540,581],[466.52500005438924,540,581],[480.5650000926107,524,569],[502.85000004805624,524,569],[514.5650000777096,524,569],[530.8050001040101,514,596],[554.0350000374019,514,596],[569.9899999890476,469,555],[590.495000127703,469,555],[600.3750001545995,469,555],[613.8750000391155,526,632],[639.2300000879914,526,632],[651.0700001381338,526,632],[664.7499999962747,511,579],[690.0700000114739,511,579],[699.9300001189113,511,579],[713.3349999785423,519,591],[737.1600000187755,519,591],[747.6850000675768,519,591],[763.8350001070648,552,591],[787.7550001721829,552,591],[797.6200000848621,552,591],[814.1050001140684,527,634],[840.4400001745671,527,634],[855.5900000501424,482,626],[878.2650001812726,482,626],[892.3700000159442,524,634],[915.9099999815226,524,634],[934.7400001715869,525,639],[958.504999987781,525,639],[966.67500003241,525,639],[980.4850001819432,512,668],[1008.570000063628,512,668],[1017.3450000584126,512,668],[1031.690000090748,519,653],[1056.3850000035018,519,653],[1065.415000077337,519,653],[1081.7299999762326,562,640],[1109.3950001522899,562,640],[1116.6100001428276,562,640],[1130.5750000756234,526,612],[1152.585000032559,526,612],[1170.5549999605864,539,546],[1192.2500000800937,539,546],[1205.4950001183897,480,597],[1226.4000000432134,480,597],[1239.5699999760836,538,568],[1262.3650000896305,538,568],[1278.0200000852346,491,592],[1300.0300000421703,491,592],[1317.9650001693517,482,619],[1341.8199999723583,482,619],[1350.0600000843406,482,619],[1363.7600000947714,493,634],[1386.255000019446,493,634],[1403.3099999651313,507,613],[1423.8850001711398,507,613],[1431.6100000869483,507,613],[1447.185000171885,492,594],[1474.8949999921024,492,594],[1486.879999982193,500,592],[1508.295000065118,500,592],[1521.6300000902265,504,674],[1542.7300001028925,504,674],[1552.1650000009686,504,674],[1564.5900000818074,525,632],[1589.8700000252575,525,632],[1604.140000184998,521,621],[1626.6199999954551,521,621],[1633.400000166148,521,621],[1648.0000000447035,499,685],[1673.3850000891834,499,685],[1683.004999998957,499,685],[1697.2850000020117,504,589],[1720.0200001243502,504,589],[1736.574999988079,530,600],[1758.2900000270456,530,600],[1772.5250001531094,534,606],[1793.2150000706315,534,606],[1801.2749999761581,534,606],[1817.365000024438,519,666],[1841.3750000763685,519,666],[1850.0850000418723,519,666],[1864.005000097677,497,667],[1885.9400001820177,497,667],[1903.0600001569837,527,618],[1924.220000160858,527,618],[1936.974999960512,535,629],[1958.474999992177,535,629],[1972.3350000567734,545,628],[1994.4899999536574,545,628]]",0,2,2,2,1,-0.3,-0.3,jig,001,2021-03-16_17h05.03.329,TestWebGazer,2021.1.2,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,"[[0.059999991208314896,545,628],[10.329999960958958,545,628],[27.639999985694885,550,637],[49.24999992363155,550,637],[59.344999957829714,550,637],[73.08500004000962,548,620],[95.50000005401671,548,620],[103.59499999321997,548,620],[119.23499987460673,514,608],[145.9749999921769,514,608],[154.77499994449317,514,608],[168.9549998845905,527,591],[191.11500005237758,527,591],[209.13499989546835,533,572],[232.67499986104667,533,572],[245.91000005602837,509,611],[267.7449998445809,509,611],[284.9099999293685,501,605],[309.81999984942377,501,605],[320.6149998586625,501,605],[335.274999961257,542,617],[357.4349998962134,542,617],[374.32499998249114,740,406],[395.58500004932284,740,406],[403.1950000207871,740,406],[418.92499988898635,779,336],[443.5999998822808,779,336],[460.17999993637204,790,310],[482.06999991089106,790,310],[491.26499984413385,790,310],[506.0199999716133,774,359],[529.0850000455976,774,359],[542.3449999652803,765,434],[565.3049999382347,765,434],[573.2749998569489,765,434],[585.4899999685585,823,396],[612.019999884069,823,396],[621.3149998802692,823,396],[635.1699999067932,795,298],[657.4849998578429,795,298],[675.1800000201911,735,438],[698.5299999359995,735,438],[710.9300000593066,794,562],[732.8349999152124,794,562],[741.2550000008196,794,562],[756.0999998822808,627,515],[778.6600000690669,627,515],[787.4749999027699,627,515],[802.4599999189377,650,550],[826.839999994263,650,550],[843.3850000146776,776,429],[867.5599999260157,776,429],[876.9199999514967,776,429],[893.5950000304729,747,504],[915.6199998687953,747,504],[924.085000064224,747,504],[939.1300000716001,804,430],[961.379999993369,804,430],[970.1699998695403,804,430],[986.4049998577684,746,400],[1012.2950000222772,746,400],[1020.6849998794496,746,400],[1035.5950000230223,784,390],[1058.4249999374151,784,390],[1070.060000056401,784,390],[1085.5499999597669,809,388],[1113.1899999454618,809,388],[1121.3899999856949,809,388],[1135.5599998496473,791,411],[1156.8249999545515,791,411],[1175.2100000157952,791,391],[1197.34499999322,791,391],[1204.9399998504668,791,391],[1218.8649999443442,795,425],[1244.8599999770522,795,425],[1259.5100000035018,782,438],[1281.0450000688434,782,438],[1289.6650000475347,782,438],[1302.299999864772,764,424],[1324.3299999739975,764,424],[1342.6599998492748,793,405],[1366.9050000607967,793,405],[1379.9149999395013,817,409],[1404.8450000118464,817,409],[1422.8399998974055,751,395],[1445.795000065118,751,395],[1453.5499999765307,751,395],[1468.7449999619275,762,395],[1492.7349998615682,762,395],[1509.7449999302626,754,403],[1531.2999999150634,754,403],[1541.844999883324,754,403],[1556.6099998541176,748,402],[1580.5599999148399,748,402],[1587.2700000181794,748,402],[1602.9949998483062,779,377],[1629.6299998648465,779,377],[1644.984999904409,762,382],[1668.5949999373406,762,382],[1685.4099999181926,781,371],[1710.8700000680983,781,371],[1725.3600000403821,764,386],[1747.8600000031292,764,386],[1761.5499999374151,796,360],[1782.1649999823421,796,360],[1792.7500000223517,796,360],[1806.6849999595433,791,372],[1829.810000024736,791,372],[1837.0949998497963,791,372],[1853.2300000078976,791,318],[1878.78999998793,791,318],[1893.3599998708814,755,352],[1914.8500000592321,755,352],[1922.444999916479,755,352],[1935.109999962151,759,341],[1957.8599999658763,759,341],[1974.7150000184774,736,403],[1998.9199999254197,736,403]]",0,3,3,0,1,0,0,jig,001,2021-03-16_17h05.03.329,TestWebGazer,2021.1.2,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,"[[0.06500002928078175,736,403],[6.60500000230968,736,403],[19.705000100657344,723,426],[46.959999948740005,723,426],[54.68500009737909,723,426],[69.0399999730289,710,449],[91.13500011153519,710,449],[102.94999997131526,710,449],[119.71500003710389,731,442],[148.32499995827675,731,442],[161.725000012666,774,437],[182.90500016883016,774,437],[193.6350001487881,774,437],[207.29000004939735,798,437],[230.72500014677644,798,437],[243.17000014707446,811,376],[264.0250001568347,811,376],[278.6700001452118,788,350],[301.29000009037554,788,350],[310.89500011876225,788,350],[325.47500007785857,788,418],[349.41500006243587,788,418],[357.43500012904406,788,418],[370.409999974072,777,414],[396.7049999628216,777,414],[405.280000064522,777,414],[420.200000051409,921,675],[446.38000009581447,921,675],[459.8250000271946,928,668],[482.4900000821799,928,668],[489.4900000654161,928,668],[503.44500015489757,929,671],[528.3650001510978,929,671],[542.5950000062585,967,659],[565.3150000143796,967,659],[573.7799999769777,967,659],[585.4150000959635,922,686],[609.2950000893325,922,686],[625.5550000350922,940,700],[646.6700001619756,940,700],[659.7949999850243,922,693],[681.1450000386685,922,693],[689.0500001609325,922,693],[702.6750000659376,933,692],[725.2599999774247,933,692],[742.5900001544505,929,702],[765.4600001405925,929,702],[779.8300001304597,951,693],[873.8550001289696,951,693],[962.3249999713153,942,671],[983.8849999941885,942,671],[993.6750000342727,942,671],[1007.1900000330061,971,649],[1030.470000114292,971,649],[1037.705000024289,971,649],[1052.960000000894,914,617],[1080.2599999587983,914,617],[1092.064999975264,921,633],[1112.2200000099838,921,633],[1125.2000001259148,884,630],[1149.8200001660734,884,630],[1156.4100000541657,884,630],[1169.2850000690669,891,627],[1192.2349999658763,891,627],[1204.8700000159442,891,627],[1219.3500001449138,953,670],[1246.3549999520183,953,670],[1258.4150000475347,900,619],[1279.134999960661,900,619],[1291.4800001308322,895,641],[1313.300000037998,895,641],[1326.9150000996888,904,661],[1348.2399999629706,904,661],[1356.7600001115352,904,661],[1369.5000000298023,904,664],[1390.1649999897927,904,664],[1409.0650000143796,875,734],[1430.6449999567121,875,734],[1439.669999992475,875,734],[1453.2449999824166,939,690],[1476.9399999640882,939,690],[1492.5949999596924,935,634],[1514.3550001084805,935,634],[1521.7800000682473,935,634],[1537.260000128299,949,615],[1560.7450001407415,949,615],[1575.5150001496077,941,614],[1595.4550001770258,941,614],[1604.479999979958,941,614],[1620.1850001234561,955,634],[1642.0800001360476,955,634],[1653.785000089556,955,634],[1670.6149999517947,943,610],[1696.2999999523163,943,610],[1710.0550001487136,932,649],[1731.0099999886006,932,649],[1739.6500001195818,932,649],[1752.6899999938905,950,642],[1774.415000109002,950,642],[1793.525000102818,974,607],[1815.4800001066178,974,607],[1822.840000037104,974,607],[1836.3300000783056,936,615],[1856.8100000265986,936,615],[1875.1600000541657,892,597],[1896.500000031665,892,597],[1909.175000153482,900,627],[1931.8050001747906,900,627],[1944.4750000257045,938,590],[1965.440000174567,938,590],[1972.3849999718368,938,590],[1986.0700001008809,919,608],[2011.1950000282377,919,608]]",0,4,4,4,1,0.3,-0.3,jig,001,2021-03-16_17h05.03.329,TestWebGazer,2021.1.2,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,jig,001,2021-03-16_17h05.03.329,TestWebGazer,2021.1.2,MacIntel,60.0024001,space,1.916375,0,0,0,0,1
,,,,,,,,,,,,"[[0.0350000336766243,729,323],[29.504999984055758,729,323],[50.28999992646277,729,323],[65.76999998651445,721,374],[87.90499996393919,721,374],[97.94999985024333,721,374],[110.97999988123775,747,323],[134.22999996691942,747,323],[147.54999987781048,760,325],[168.55499986559153,760,325],[177.15499992482364,760,325],[189.87999996170402,761,337],[214.1700000502169,761,337],[229.33500004000962,773,362],[250.74000004678965,773,362],[257.7749998308718,773,362],[273.76999985426664,766,401],[296.97499983012676,766,401],[314.4000000320375,758,342],[335.9649998601526,758,342],[345.56499985046685,758,342],[357.785000000149,764,335],[381.88500003889203,764,335],[399.01999989524484,744,335],[423.3849998563528,744,335],[440.7150000333786,736,372],[483.7249999400228,736,372],[517.4600000027567,736,372],[537.1900000609457,758,361],[564.3599999602884,758,361],[584.2399999964982,758,361],[598.5449999570847,745,390],[621.0449999198318,745,390],[633.4450000431389,709,378],[655.9150000102818,709,378],[671.5199998579919,721,387],[693.6249998398125,721,387],[711.4349999465048,724,426],[733.8199999649078,724,426],[741.8749998323619,724,426],[758.1050000153482,770,371],[784.2249998357147,770,371],[793.1549998465925,770,371],[806.8500000517815,748,320],[830.4049998987466,748,320],[844.3950000219047,736,359],[865.8149999100715,736,359],[874.4949998799711,736,359],[890.4800000600517,770,352],[915.5399999581277,770,352],[925.6700000260025,770,352],[940.764999948442,695,372],[966.0300000105053,695,372],[981.2300000339746,728,334],[1003.4399998839945,728,334],[1016.3199999369681,722,355],[1038.4249999187887,722,355],[1047.0900000073016,722,355],[1061.2449999898672,725,378],[1084.2299999203533,725,378],[1091.5999999269843,725,378],[1108.2899998873472,766,335],[1136.1699998378754,766,335],[1148.2549998909235,744,363],[1169.4650000426918,744,363],[1177.9950000345707,744,363],[1190.0450000539422,720,347],[1212.5500000547618,720,347],[1229.829999851063,703,353],[1251.9600000232458,703,353],[1259.6299999859184,703,353],[1273.659999947995,698,334],[1295.9650000557303,698,334],[1313.594999955967,686,354],[1336.759999860078,686,354],[1344.9099999852479,686,354],[1356.5149998757988,722,344],[1378.87499993667,722,344],[1397.374999942258,705,311],[1419.3149998318404,705,311],[1426.4099998399615,705,311],[1440.2599998284131,749,354],[1461.6199999582022,749,354],[1479.5299998950213,757,320],[1501.9199999514967,757,320],[1509.3449999112636,757,320],[1524.489999981597,735,366],[1549.654999980703,735,366],[1564.2450000159442,736,342],[1586.2300000153482,736,342],[1593.3999998960644,736,342],[1607.3199999518692,704,309],[1632.2049999143928,704,309],[1641.3699998520315,704,309],[1657.050000037998,701,326],[1684.2050000559539,701,326],[1692.1999999321997,701,326],[1708.0299998633564,683,322],[1734.4349999912083,683,322],[1746.5299998875707,700,326],[1768.6900000553578,700,326],[1777.2049999330193,700,326],[1790.254999883473,701,310],[1815.9099998883903,701,310],[1825.114999897778,701,310],[1840.4149999842048,755,356],[1864.0799999702722,755,356],[1879.410000052303,756,336],[1902.0149998832494,756,336],[1913.9449999202043,753,325],[1934.4699999783188,753,325],[1943.3599999174476,753,325],[1956.5649998839945,719,349],[1979.784999974072,719,349],[1998.2499999459833,733,337]]",0,0,0,0,1,0,0,jig,001,2021-03-16_17h05.03.329,TestWebGazer,2021.1.2,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,"[[0.0350000336766243,733,337],[21.40500000678003,733,337],[31.98500000871718,733,337],[46.134999953210354,722,336],[69.91499988362193,722,336],[77.30500004254282,722,336],[91.06500004418194,726,342],[113.57499985024333,726,342],[131.40499987639487,719,369],[153.08999991975725,719,369],[165.37000006064773,759,361],[187.94999993406236,759,361],[199.77999990805984,732,328],[220.55500000715256,732,328],[234.11499988287687,714,340],[254.8400000669062,714,340],[263.0199999548495,714,340],[274.83000000938773,747,350],[298.380000051111,747,350],[314.2949999310076,753,344],[338.9449999667704,753,344],[346.5499999001622,753,344],[361.5500000305474,758,363],[385.2099999785423,758,363],[398.8599998410791,771,361],[420.76499992981553,771,361],[433.130000019446,945,165],[455.6549999397248,945,165],[462.0449999347329,945,165],[474.8949999921024,961,125],[498.44999983906746,961,125],[514.3800000660121,969,152],[535.9699998516589,969,152],[548.3049999456853,1009,79],[569.3399999290705,1009,79],[582.4750000610948,1024,98],[604.1299998760223,1024,98],[611.4600000437349,1024,98],[625.0499999150634,1045,93],[650.2199999522418,1045,93],[665.7899999991059,991,143],[687.0349999517202,991,143],[695.4799999948591,991,143],[708.0999999307096,986,118],[731.764999916777,986,118],[747.9199999943376,967,126],[771.4100000448525,967,126],[779.609999852255,967,126],[791.4249999448657,966,117],[817.9999999701977,966,117],[826.6600000206381,966,117],[841.5599998552352,992,70],[862.6149999909103,992,70],[881.7249999847263,1012,88],[902.8600000310689,1012,88],[917.0299998950213,1039,100],[939.2949999310076,1039,100],[951.6900000162423,980,124],[973.2500000391155,980,124],[984.0499998535961,980,124],[999.1699999663979,981,109],[1021.3949999306351,981,109],[1029.3949998449534,981,109],[1041.6699999477714,995,94],[1067.619999870658,995,94],[1076.13499998115,995,94],[1092.3599998932332,1053,132],[1116.5899999905378,1053,132],[1125.9399999398738,1053,132],[1141.8850000482053,990,120],[1164.6650000475347,990,120],[1181.540000019595,1036,108],[1204.9650000408292,1036,108],[1218.6749998945743,1041,146],[1240.8799999393523,1041,146],[1258.2249999977648,1032,140],[1283.3950000349432,1032,140],[1292.854999890551,1032,140],[1309.5199998933822,1009,121],[1336.9249999523163,1009,121],[1345.3549998812377,1009,121],[1359.0100000146776,994,104],[1385.4300000239164,994,104],[1397.4549998529255,1038,80],[1418.8800000119954,1038,80],[1427.350000012666,1038,80],[1440.9600000362843,1015,139],[1461.8999999947846,1015,139],[1479.2349999770522,1026,86],[1501.9549999851733,1026,86],[1514.5349998492748,1020,96],[1538.440000033006,1020,96],[1545.7150000147521,1020,96],[1558.87999990955,991,126],[1582.8400000464171,991,126],[1596.974999876693,980,120],[1617.7099999040365,980,120],[1625.7650000043213,980,120],[1641.5450000204146,994,122],[1665.2999999932945,994,122],[1675.969999982044,994,122],[1692.6899999380112,1010,155],[1715.8800000324845,1010,155],[1731.8100000265986,979,129],[1753.3149998635054,979,129],[1765.129999956116,989,92],[1787.0650000404567,989,92],[1798.960000043735,991,110],[1822.3649999126792,991,110],[1831.9850000552833,991,110],[1846.0849998518825,1008,103],[1870.9599999710917,1008,103],[1878.3849999308586,1008,103],[1891.5399999823421,1001,125],[1914.094999898225,1001,125],[1932.0300000254065,1014,159],[1953.084999928251,1014,159],[1961.5650000050664,1014,159],[1974.930000025779,1021,126],[1996.5549998451024,1021,126]]",0,1,1,3,1,0.3,0.3,jig,001,2021-03-16_17h05.03.329,TestWebGazer,2021.1.2,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,"[[0.0350000336766243,1021,126],[16.259999945759773,1012,110],[37.83000004477799,1012,110],[46.28000012598932,1012,110],[62.510000076144934,1003,152],[91.46000002510846,1003,152],[107.27500007487833,978,176],[152.62000006623566,978,176],[188.09000006876886,1010,157],[216.1199999973178,1010,157],[234.62000000290573,1010,157],[249.92000008933246,977,159],[274.0050000138581,977,159],[288.07000000961125,981,109],[313.4049999061972,981,109],[328.9399999193847,982,99],[355.31000001356006,982,99],[368.84999996982515,979,185],[390.2749998960644,979,185],[404.79500009678304,951,476],[427.1150000859052,951,476],[439.1699999105185,951,476],[451.5599999576807,931,498],[474.2850000038743,931,498],[481.3850000500679,931,498],[493.9600001089275,960,483],[517.1600000467151,960,483],[535.5299999937415,942,527],[557.7650000341237,942,527],[565.015000058338,942,527],[578.6349999252707,891,543],[603.8649999536574,891,543],[614.2849999014288,891,543],[628.2150000333786,921,515],[654.25999998115,921,515],[662.8650000784546,921,515],[677.6799999643117,916,524],[706.7700000479817,916,524],[713.8849999755621,916,524],[728.730000089854,937,520],[753.7199999205768,937,520],[768.0649999529123,937,535],[789.1299999319017,937,535],[797.6500000804663,937,535],[812.3000001069158,916,548],[838.5149999521673,916,548],[846.2849999777973,916,548],[860.9700000379235,919,596],[884.5500000752509,919,596],[896.9099998939782,919,596],[911.545000039041,895,581],[938.8900001067668,895,581],[945.7749999128282,895,581],[961.8999999947846,870,614],[988.9599999878556,870,614],[996.6899999417365,870,614],[1012.4049999285489,867,556],[1039.494999917224,867,556],[1051.7899999395013,839,532],[1073.4800000209361,839,532],[1087.8449999727309,879,610],[1108.8199999649078,879,610],[1124.1399999707937,882,597],[1147.289999993518,882,597],[1165.8650001045316,889,560],[1189.7150001022965,889,560],[1201.4250000938773,872,574],[1223.0950000230223,872,574],[1230.2200000267476,872,574],[1243.9800000283867,866,539],[1265.8999999985099,866,539],[1282.0349999237806,835,589],[1307.0499999448657,835,589],[1314.3249999266118,835,589],[1327.1850000601262,879,564],[1349.3600001093,879,564],[1367.7499999757856,931,561],[1389.530000044033,931,561],[1401.8049999140203,919,512],[1423.2600000686944,919,512],[1431.8800000473857,919,512],[1444.4999999832362,865,507],[1467.6350001245737,865,507],[1484.4400000292808,948,521],[1504.8249999526888,948,521],[1518.7299998942763,942,484],[1540.7549999654293,942,484],[1548.424999928102,942,484],[1561.4599999971688,909,489],[1587.61000004597,909,489],[1596.455000108108,909,489],[1611.9299998972565,915,517],[1639.7949999663979,915,517],[1676.8499999307096,950,551],[1722.234999993816,950,551],[1740.565000101924,857,575],[1765.5450000893325,857,575],[1782.219999935478,865,586],[1805.214999942109,865,586],[1812.8349999897182,865,586],[1827.989999903366,910,526],[1855.0350000150502,910,526],[1867.7799999713898,904,526],[1889.0949999913573,904,526],[1896.8299999833107,904,526],[1911.6050000302494,963,568],[1940.9050000831485,963,568],[1954.6850000042468,944,607],[1976.835000095889,944,607],[1986.6500000935048,944,607],[2002.600000007078,919,595]]",0,2,2,4,1,0.3,-0.3,jig,001,2021-03-16_17h05.03.329,TestWebGazer,2021.1.2,MacIntel,60.0024001,,,,,,,
