StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.844939009053633,None,space,0.6212187930941582,10.844939009053633,None,,001,2021_Mar_15_1350,TestWebGazer,2021.1.2,60.28908286505847,
