StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,card_image.started,card_image.stopped,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,X Scale,Y Scale,participant,session,date,expName,psychopyVersion,frameRate,
10.24939803313464,None,space,1.1697567279916257,10.24939803313464,None,,,,,,,,,,001,2021_Mar_15_1329,TestWebGazer,2021.1.2,60.05691254502994,
,,,,,,11.450573412212544,None,11.450573412212544,None,11.450573412212544,None,0.05,0.05,,,,,,,
