StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,distance.started,distance.stopped,input_distance.started,input_distance.stopped,line_distance.started,line_distance.stopped,distance,participant,session,date,expName,psychopyVersion,frameRate,
11.425919821020216,None,space,0.5020802379585803,11.425919821020216,None,,,,,,,,,001,2021_Mar_16_1353,TestWebGazer,2021.1.2,59.994551391642325,
,,,,,,11.976937779923901,None,11.976937779923901,None,11.976937779923901,None,34.0,,,,,,,
