StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.324471938889474,None,space,3.403682661941275,10.324471938889474,None,,001,2021_Mar_16_1158,TestWebGazer,2021.1.2,59.951570822121326,
