StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.151735855964944,None,space,1.1244493830017745,11.151735855964944,None,,001,2021_Mar_15_1346,TestWebGazer,2021.1.2,60.05419320473982,
