StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.000509246950969,None,space,10.931810016045347,11.000509246950969,None,aa,001,2021_Mar_16_1155,TestWebGazer,2021.1.2,59.95534988494404,
