StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.442136126104742,None,space,1.1411043349653482,9.442136126104742,None,,001,2021_Mar_16_1159,TestWebGazer,2021.1.2,59.89222911625841,
