StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.507194706005976,None,space,0.6942630088888109,9.507194706005976,None,,001,2021_Mar_15_1339,TestWebGazer,2021.1.2,59.83156421334587,
