StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.958424608921632,None,space,0.830671704839915,9.958424608921632,None,,001,2021_Mar_15_1345,TestWebGazer,2021.1.2,60.016067017354416,
