StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,card_image.started,card_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.104272342054173,None,space,0.5179090341553092,9.104272342054173,None,,,,,,,,001,2021_Mar_15_1344,TestWebGazer,2021.1.2,60.00304309252009,
,,,,,,9.673184297978878,None,9.673184297978878,None,9.673184297978878,None,,,,,,,
