StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,distance.started,distance.stopped,input_text.started,input_text.stopped,line.started,line.stopped,distance,participant,session,date,expName,psychopyVersion,frameRate,
9.405512595083565,None,space,1.211223992984742,9.405512595083565,None,,,,,,,,,001,2021_Mar_15_1724,TestWebGazer,2021.1.2,60.0242942739051,
,,,,,,10.65462041599676,None,10.65462041599676,None,10.65462041599676,None,32,,,,,,,
