StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,distance.started,distance.stopped,input_distance.started,input_distance.stopped,line_distance.started,line_distance.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14.152625035960227,None,space,17.273439747979864,14.152625035960227,None,,,,,,,a,001,2021_Mar_16_1152,TestWebGazer,2021.1.2,60.02089469724648,
,,,,,,31.466847299830988,None,31.466847299830988,None,31.466847299830988,None,,,,,,,
