StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,distance.started,distance.stopped,input_text.started,input_text.stopped,line.started,line.stopped,distance,participant,session,date,expName,psychopyVersion,frameRate,
9.409600048093125,None,space,0.5325268211308867,9.409600048093125,None,,,,,,,,,001,2021_Mar_15_1727,TestWebGazer,2021.1.2,59.70057189941545,
,,,,,,9.992454844061285,None,9.992454844061285,None,9.992454844061285,None,32,,,,,,,
