StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,distance.started,distance.stopped,input_text.started,input_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.25754053099081,None,space,1.102041965117678,10.25754053099081,None,,,,,,001,2021_Mar_15_1715,TestWebGazer,2021.1.2,60.48746704011768,
,,,,,,11.407321487087756,None,11.407321487087756,None,,,,,,,
