StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.075292591005564,None,space,0.9591790928971022,10.075292591005564,None,,,,,,001,2021_Mar_15_1332,TestWebGazer,2021.1.2,59.958246601859344,
,,,,,,11.074966707965359,None,11.074966707965359,None,,,,,,,
