StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,distance.started,distance.stopped,input_distance.started,input_distance.stopped,line_distance.started,line_distance.stopped,distance,height.started,height.stopped,input_height.started,input_height.stopped,line_height.started,line_height.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.51270681200549,None,space,0.5026957490481436,9.51270681200549,None,,,,,,,,,,,,,,,001,2021_Mar_16_1200,TestWebGazer,2021.1.2,60.071642895954746,
,,,,,,10.062698981026188,None,10.062698981026188,None,10.062698981026188,None,433,12.946211192989722,None,12.946211192989722,None,12.946211192989722,None,,,,,,,
