StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.655866259010509,None,space,0.788000226020813,10.655866259010509,None,,001,2021_Mar_15_1656,TestWebGazer,2021.1.2,60.01179831157819,
