StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.480162634048611,None,space,1.1326713771559298,11.480162634048611,None,,001,2021_Mar_15_1349,TestWebGazer,2021.1.2,60.686933788892446,
