StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.52685862686485,None,space,1.1602303571999073,9.52685862686485,None,,,,,,,,001,2021_Mar_15_1335,TestWebGazer,2021.1.2,59.482441619675264,
,,,,,,10.72651866893284,None,10.72651866893284,None,10.72651866893284,None,,,,,,,
