StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,distance.started,distance.stopped,input_text.started,input_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.237962821032852,None,space,0.5976879799272865,10.237962821032852,None,,,,,,001,2021_Mar_15_1657,TestWebGazer,2021.1.2,59.94205589706684,
,,,,,,10.870967956027016,None,10.870967956027016,None,,,,,,,
