StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.764464081032202,None,space,0.8148254870902747,9.764464081032202,None,,,,,,,,001,2021_Mar_15_1333,TestWebGazer,2021.1.2,60.255834697920925,
,,,,,,10.61463201395236,None,10.61463201395236,None,10.61463201395236,None,,,,,,,
