xpos,ypos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,RandomizePosition.thisRepN,RandomizePosition.thisTrialN,RandomizePosition.thisN,RandomizePosition.thisIndex,StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,distance.started,distance.stopped,input_text.started,input_text.stopped,line.started,line.stopped,distance,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,card_image.started,card_image.stopped,X Scale,Y Scale,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,9.889218010008335,None,space,0.9254430660512298,9.889218010008335,None,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_15_1731,TestWebGazer,2021.1.2,59.71113147323313,
,,,,,,,,,,,,,,,,10.855298144044355,None,10.855298144044355,None,10.855298144044355,None,32,17.289274866925552,None,17.289274866925552,None,17.289274866925552,None,0.0484,0.0487,space,0.7982508700806648,76.3043729569763,None,,,,001,2021_Mar_15_1731,TestWebGazer,2021.1.2,59.71113147323313,
0.3,0.3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,77.13766825199127,None,,001,2021_Mar_15_1731,TestWebGazer,2021.1.2,59.71113147323313,
