StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.044415341923013,None,space,0.7549421649891883,10.044415341923013,None,,001,2021_Mar_15_1354,TestWebGazer,2021.1.2,59.672925052776584,
