trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,RandomizePosition.thisRepN,RandomizePosition.thisTrialN,RandomizePosition.thisN,RandomizePosition.thisIndex,xpos,ypos,StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,card_image.started,card_image.stopped,X Scale,Y Scale,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,9.906553369946778,None,space,0.6554141819942743,9.906553369946778,None,,,,,,,,,,,,,,001,2021_Mar_15_1256,TestWebGazer,2021.1.2,59.72718984598446,
,,,,,,,,,,,,,,,,10.590585632249713,None,10.590585632249713,None,10.590585632249713,None,0.05,0.05,space,2.9537948360666633,10.624183090869337,None,,001,2021_Mar_15_1256,TestWebGazer,2021.1.2,59.72718984598446,
