StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.448960260022432,None,space,1.003960092086345,10.448960260022432,None,,001,2021_Mar_15_1713,TestWebGazer,2021.1.2,60.017955273110935,
