StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.270856206072494,None,space,7.2568842770997435,11.270856206072494,None,,001,2021_Mar_15_1031,TestWebGazer,2021.1.2,59.97191112120788,
