StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,distance.started,distance.stopped,input_distance.started,input_distance.stopped,line_distance.started,line_distance.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.309524300973862,None,space,1.4926931699737906,12.309524300973862,None,,,,,,,,001,2021_Mar_15_1811,TestWebGazer,2021.1.2,59.98585850899744,
,,,,,,13.859457068843767,None,13.859457068843767,None,13.859457068843767,None,,,,,,,
