StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.472297249129042,None,space,0.38555022492073476,9.472297249129042,None,,001,2021_Mar_16_1204,TestWebGazer,2021.1.2,60.04926705879077,
