StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.249296389054507,None,space,0.7571278789546341,10.249296389054507,None,,001,2021_Mar_15_1254,TestWebGazer,2021.1.2,59.89353587042879,
