StartTask.started,StartTask.stopped,kbd_start_task.keys,kbd_start_task.rt,kbd_start_task.started,kbd_start_task.stopped,distance.started,distance.stopped,input_distance.started,input_distance.stopped,line_distance.started,line_distance.stopped,distance,participant,session,date,expName,psychopyVersion,frameRate,
9.998017215169966,None,space,1.2845903169363737,9.998017215169966,None,,,,,,,,,001,2021_Mar_16_1207,TestWebGazer,2021.1.2,60.23348474360953,
,,,,,,11.346892985980958,None,11.346892985980958,None,11.346892985980958,None,44.3,,,,,,,
